id_13_team_0,id_10_team_0,id_2_team_0,id_4_team_0,id_16_team_0,id_281_team_0,id_5_team_0,id_1_team_0,id_45_team_0,id_20_team_0,id_17_team_0,id_22_team_1,id_14_team_1,id_11_team_1,id_3_team_1,id_9_team_1,id_6_team_1,id_12_team_1,id_8_team_1,id_15_team_1,id_7_team_1,id_18_team_1,ball
"9803.01,4556.70","9871.01,3787.39","9427.66,4700.96","8980.29,5905.22","8953.42,4477.39","11379.51,3656.97","9545.51,6030.62","8658.61,5356.86","9686.06,3109.99",,"7349.28,4217.58",,"6480.49,2595.85",,"8209.38,6001.75","8640.98,3419.70","8324.88,4319.05","8714.83,5552.74","8819.72,5874.48","9547.37,2191.39","9402.50,6601.22","9814.35,3242.28","8943.38,6138.68"
"9846.42,4518.38","9892.70,3766.11","9450.54,4730.25","9024.79,5905.71","8982.98,4482.33","11414.62,3635.34","9553.91,6114.68","8718.62,5361.41","9743.03,3094.60",,"7376.92,4214.35",,"6495.23,2562.10",,"8221.76,6008.50","8660.93,3364.66","8332.83,4318.64","8813.70,5582.32","8858.27,5890.92","9573.67,2182.74","9413.42,6664.04","9829.76,3229.74","9054.74,6348.67"
"9871.71,4515.15","9908.53,3735.78","9470.69,4743.23","9042.39,5903.90","9005.95,4495.73","11401.79,3660.84","9584.28,6127.33","8761.51,5358.50","9758.41,3135.15",,"7382.63,4238.44",,"6518.27,2581.20",,"8211.75,6011.36","8653.57,3359.26","8332.64,4316.70","8900.80,5579.04","8882.79,5862.02","9595.98,2184.01","9404.44,6678.79","9834.65,3242.24","9135.50,6545.84"
"9890.06,4507.83","9931.57,3686.22","9499.71,4773.60","9094.11,5894.85","9020.09,4499.79","11397.89,3633.36","9561.10,6214.07","8834.46,5348.32","9778.43,3132.09",,"7402.19,4251.14",,"6522.55,2597.36",,"8208.93,5994.34","8651.02,3342.39","8333.72,4303.22","9043.28,5567.33","8942.50,5826.51","9606.36,2181.61",,"9855.27,3213.75","9273.31,6690.53"
"9897.66,4505.03","9937.83,3684.06","9535.81,4820.56","9130.30,5922.54","9043.11,4503.83","11381.18,3649.69","9546.01,6269.32","8877.90,5348.69","9800.03,3137.72",,"7417.01,4264.69",,"6513.74,2548.88",,"8204.09,5999.19","8648.07,3311.75","8327.60,4293.02","9131.86,5576.06","8926.32,5862.89","9616.71,2168.86","9331.87,6763.43","9857.75,3216.27","9275.75,6770.64"
"9911.23,4498.75","9958.82,3655.18","9555.42,4849.95","9170.92,5936.58","9053.33,4523.67","11379.05,3637.55","9518.85,6323.08","8934.36,5361.99","9805.60,3165.50",,"7420.31,4298.81",,"6523.85,2526.99",,"8197.04,5989.90","8644.97,3288.05","8320.67,4308.76",,"8957.96,5863.04","9624.79,2171.42","9328.23,6797.77","9877.96,3209.26","9277.61,6757.88"
"9924.77,4459.68","9964.48,3617.49",,"9198.93,5935.24","9054.78,4529.84","11371.38,3616.78","9473.76,6381.07","8994.58,5354.43","9804.99,3174.64",,"7432.48,4294.40",,"6535.69,2519.63",,"8177.93,5969.36","8624.78,3269.48","8311.49,4296.22",,"8954.80,5865.89","9635.92,2156.59","9318.51,6788.35","9875.91,3205.10","9259.58,6759.63"
"9949.31,4473.94","9980.40,3619.04","9661.82,4896.13","9243.26,5960.05","9083.19,4543.55","11380.57,3619.81","9439.14,6447.25","9075.29,5379.39","9876.34,3123.94",,"7459.89,4314.74",,"6534.30,2506.44",,"8171.75,5974.54","8633.40,3254.07","8335.63,4290.48",,"8979.57,5885.93","9658.49,2152.47","9338.20,6767.98","9893.97,3205.78","9271.36,6754.95"
"9971.00,4464.09","9996.08,3582.13",,"9288.93,5976.88","9104.61,4542.70","11372.92,3612.84","9422.61,6471.12","9123.67,5392.20","9898.18,3110.88",,"7470.58,4326.95",,"6544.10,2489.77",,"8164.29,5970.69","8631.44,3223.90","8350.83,4287.74",,"9006.13,5886.10","9653.88,2177.42","9321.96,6739.38",,
"9971.77,4459.80","9996.22,3564.33",,"9297.72,6007.23","9095.82,4562.13","11334.74,3611.77","9405.77,6506.48","9187.14,5447.40",,"7401.07,2308.79","7489.16,4335.12",,"6559.45,2518.26",,"8151.66,5983.75","8610.29,3233.89","8350.95,4273.63",,"8991.11,5933.48","9668.20,2172.23","9323.92,6741.22","9867.15,3237.52",
"10008.04,4440.59","10018.64,3549.72","9831.28,5009.73","9343.17,5989.21","9106.56,4564.52","11334.51,3614.48",,"9264.96,5442.85",,,"7507.36,4373.05",,"6560.74,2514.43",,"8151.35,5966.19","8610.09,3215.26","8353.33,4275.08",,"8994.98,5927.93","9684.50,2168.72","9293.99,6745.03","9885.65,3221.46",
"10056.31,4420.99","10050.18,3536.07",,"9397.12,6010.64","9145.38,4578.63","11340.90,3635.89","9453.62,6507.35",,,"7547.93,2353.58","7521.60,4391.84",,"6568.73,2488.26",,"8141.09,5962.39","8622.12,3190.10","8359.85,4286.37",,"9013.76,5933.48","9705.60,2164.76","9275.79,6759.99","9917.25,3242.01","9689.84,6200.15"
"10082.11,4388.01","10075.89,3489.65",,"9455.56,5997.37","9162.97,4574.93","11368.92,3584.25","9450.82,6520.64",,,,"7543.32,4395.92",,"6590.06,2503.50",,"8139.59,5963.15","8626.89,3168.04","8374.61,4267.93",,"9034.42,5918.35","9709.52,2174.31","9259.67,6738.67","9937.34,3232.03","9788.06,6070.92"
"10114.69,4377.36","10088.77,3481.96",,"9524.88,5956.02","9181.86,4581.40","11363.42,3620.61","9424.96,6551.08",,,"7689.32,2415.41","7569.02,4406.95",,"6604.12,2487.35",,"8137.04,5964.82","8638.25,3161.76","8390.48,4275.05","9879.77,5876.16","9036.72,5919.43","9714.41,2192.57",,"9959.93,3251.72","9869.47,5965.75"
"10175.07,4365.23","10127.13,3469.04",,"9582.48,5953.26","9223.43,4583.46","11376.43,3639.96","9397.37,6557.91",,,,"7571.58,4420.98",,"6613.02,2522.52",,"8137.84,5962.36","8654.87,3141.25","8399.81,4293.96","9919.37,5899.75","9047.99,5915.84","9740.95,2199.61",,"9979.62,3270.58","9930.83,5933.58"
"10201.73,4361.70","10169.85,3427.17",,"9569.66,5935.14","9235.71,4557.79",,"9389.93,6531.40",,,,"7561.07,4415.11",,"6676.79,2582.07",,"8057.08,5959.15","8661.74,3145.98","8394.71,4263.40","9943.96,5908.24","8986.73,5924.06","9743.71,2219.45","9215.80,6602.46","9972.19,3268.07","9950.86,5986.97"
"10235.51,4364.18","10204.22,3436.22","10175.89,5257.59","9636.25,5895.14","9285.96,4564.49","11488.91,3676.24","9427.77,6479.72",,,,"7598.74,4416.69",,"6716.82,2580.44",,"8062.16,5958.68","8675.31,3157.08","8434.22,4255.97","9980.63,5936.36","8993.84,5936.14","9766.60,2233.03",,"10003.06,3287.59","10000.16,6005.56"
"10292.64,4368.71","10230.79,3430.98","10235.86,5217.83","9675.82,5882.13","9328.63,4566.33","11487.33,3714.89","9449.94,6437.12",,,"7998.32,2570.01","7605.41,4433.84",,"6725.69,2593.15",,"8066.33,5956.97","8713.77,3118.43","8450.10,4259.31","10056.23,5945.59","9007.49,5941.97","9807.88,2199.16","9259.05,6473.03","10008.52,3339.31","10057.53,6010.34"
"10347.34,4359.73","10286.88,3415.11","10258.04,5204.90","9696.25,5877.35","9382.84,4567.01","11505.73,3706.07","9506.60,6340.39",,,,"7635.24,4434.61",,"6769.26,2575.27",,"8073.34,5953.70","8745.63,3116.47","8496.15,4237.56","10102.75,5954.60","9013.95,5933.21","9816.95,2236.02","9308.53,6382.73",,"10097.04,6017.37"
"10396.86,4380.64","10337.67,3425.49","10294.95,5213.33","9774.89,5819.62","9431.51,4577.28","11529.40,3710.27","9538.07,6298.82",,,,"7667.55,4439.24",,"6803.50,2603.69",,"8076.37,5957.35","8766.92,3106.66","8531.78,4243.61","10158.93,5969.18","9024.38,5946.27","9845.27,2240.54","9372.42,6264.42","10122.58,3371.83","10219.86,6030.91"
"10406.78,4375.67","10339.45,3423.48","10291.75,5212.97","9754.49,5865.74","9455.94,4585.26","11515.69,3685.61","9531.23,6271.45",,"10184.07,3246.32","8247.71,2677.04","7677.14,4452.74",,"6932.96,2637.16",,"8020.80,6003.80","8806.89,3097.13","8540.66,4247.74","10206.31,6052.02","8970.31,5987.72","9883.01,2243.33","9304.20,6312.42",,"10218.32,6231.69"
"10497.40,4365.78","10438.31,3425.35","10376.22,5167.87","9839.05,5855.97","9545.39,4615.02","11541.54,3665.00","9612.25,6209.14",,"10261.10,3270.81",,"7794.23,4490.42",,"7061.04,2710.85",,"8125.16,6019.49","8876.83,3128.58","8650.38,4239.41","10340.25,6044.06","9064.91,5978.66","9934.48,2281.78","9424.25,6167.52",,"10255.49,6455.05"
"10540.64,4357.11","10475.07,3453.79","10418.51,5148.53","9985.60,5738.34","9616.73,4604.15","11550.58,3661.90","9653.20,6151.16","10370.91,5999.40","10288.25,3272.43","8458.58,2758.39","7841.25,4491.55",,"7112.11,2729.76",,"8162.59,6010.14","8911.54,3107.64","8697.90,4223.33",,"9117.70,5955.80","9942.90,2296.76","9458.51,6114.28","10254.40,3489.40","10291.31,6586.39"
"10544.44,4350.91","10483.79,3440.78","10425.82,5132.74","9968.07,5803.49","9652.67,4599.59","11530.32,3637.77","9711.66,6067.00","10383.69,6054.60","10292.33,3259.66",,"7858.86,4499.56",,"7135.72,2734.92",,"8179.44,6017.01","8920.97,3113.71","8718.14,4210.03",,"9144.82,5966.15","9951.75,2290.13","9529.09,6010.05","10278.51,3504.88","10334.26,6698.33"
"10564.59,4338.07","10507.93,3482.33","10454.44,5146.92","9987.72,5797.08","9694.30,4620.79","11524.95,3640.22","9761.27,6007.07","10395.81,6104.04","10338.90,3241.74","8579.65,2767.85","7878.04,4500.06",,"7173.46,2726.11",,"8201.08,6024.50","8932.01,3107.37","8747.01,4204.13",,"9130.90,5983.17","9970.28,2300.90","9535.88,5983.02","10308.43,3522.12",
"10609.72,4324.45","10540.00,3492.83","10449.45,5180.43","10031.90,5782.74","9749.65,4595.23","11533.06,3633.99","9799.56,5980.40","10427.55,6129.53","10376.19,3225.97","8671.17,2747.79","7923.49,4508.08",,"7209.90,2730.76",,"8220.86,6064.49","8956.51,3100.60","8791.13,4210.22","10664.81,6175.49","9149.19,5990.00","9999.68,2287.38","9584.52,5913.45","10351.55,3523.06",
"10567.60,4296.65","10517.74,3477.88","10418.45,5149.03","10033.00,5744.12","9747.86,4598.37","11464.27,3590.17","9825.80,5936.89","10413.61,6116.23","10327.96,3221.43","8694.35,2795.94","7954.60,4521.65",,"7229.77,2770.60",,"8243.25,6081.26","8943.58,3110.55","8799.83,4187.01","10664.60,6143.72","9165.87,5969.36","9948.70,2310.75","9594.36,5840.86","10316.92,3530.03",
"10614.22,4311.42","10583.77,3498.92","10455.11,5188.77",,"9804.74,4609.14","11520.89,3612.31","9886.43,5933.62","10417.90,6201.20","10396.32,3226.71","8781.17,2822.82","7985.04,4540.36",,"7267.56,2805.38",,"8290.59,6109.55","8984.96,3106.33","8840.74,4206.38","10711.24,6194.25","9195.41,6022.89","10017.73,2332.71","9679.71,5780.60","10391.94,3528.85",
"10626.56,4301.94","10589.53,3503.65","10474.47,5182.85","10100.20,5713.28","9827.75,4600.48","11543.39,3592.35","10100.20,5713.28","10467.09,6202.36","10415.03,3206.72","8817.90,2809.81","8016.13,4552.62",,"7291.48,2809.12",,"8306.34,6133.15","8983.48,3112.09","8864.47,4198.24","10714.64,6201.44","9203.56,6044.53","10033.29,2332.46","9711.95,5754.83","10396.40,3534.18",
"10661.59,4313.33","10637.03,3519.30","10501.53,5200.98","9991.01,5880.73",,"11713.98,3422.18","9991.01,5880.73","10494.23,6225.58","10455.54,3202.73","8871.29,2813.65","8057.54,4562.16",,"7307.96,2803.92",,"8338.37,6155.12","9025.23,3106.25","8905.72,4180.90","10744.96,6183.52","9244.82,6060.03","10076.52,2310.77","9755.07,5723.77","10439.27,3523.82","11450.19,3734.50"
"10696.55,4303.38","10653.71,3523.00","10517.86,5204.96","10116.54,5737.14",,"11609.19,3587.27","10116.54,5737.14","10508.34,6252.16","10475.69,3206.19","8916.74,2810.04","8089.04,4551.49",,"7339.22,2787.66",,"8378.79,6149.21","9038.98,3096.81","8940.00,4173.84","10759.50,6181.57","9286.00,6080.71","10097.03,2311.99","9806.28,5661.48",,
"10700.32,4316.03","10647.08,3542.99","10526.82,5203.31","10186.57,5631.95","9907.69,4547.62","11590.77,3605.03","10186.57,5631.95","10540.69,6247.80","10495.71,3190.81","8940.43,2821.23","8126.49,4566.38",,"7359.68,2835.56",,"8402.62,6193.92","9028.15,3114.33","8964.72,4192.21","10759.96,6160.17","9300.81,6086.67","10097.43,2345.07","9844.54,5633.38",,
"10702.13,4305.59","10645.21,3538.59","10514.86,5204.85","10157.88,5670.33","9914.84,4531.14","11565.09,3609.15","10157.88,5670.33","10525.71,6266.70","10492.72,3184.10","8949.92,2814.71","8145.86,4583.29",,"7371.96,2830.06",,"8409.90,6213.90","9028.12,3094.86","8976.86,4195.43","10761.15,6147.48","9302.45,6110.18","10084.77,2362.04","9858.14,5582.69",,"10740.94,6220.75"
"10732.02,4324.31","10665.42,3552.34","10529.72,5213.99","10190.81,5648.05","9941.28,4530.47","11589.22,3623.32","10190.81,5648.05","10542.53,6274.86","10524.34,3185.59","8998.79,2820.31","8179.18,4580.53",,"7381.86,2841.64",,"8448.05,6238.75","9037.35,3092.96","9000.30,4203.78","10785.08,6148.88","9337.76,6131.85","10104.06,2371.72","9896.09,5546.13","10457.95,3516.44","11504.25,3683.70"
"10741.45,4341.28","10673.67,3578.85","10530.66,5230.85","10179.48,5661.57","9945.70,4544.07","11609.61,3629.95","10149.82,5808.75","10532.13,6284.21","10544.33,3185.95","9021.15,2841.33","8215.93,4596.77",,"7408.87,2856.90",,"8468.56,6262.62","9039.05,3096.95","9020.68,4227.17","10784.07,6161.02","9345.44,6161.80","10120.21,2395.25","9909.78,5541.26","10462.67,3528.20",
"10764.20,4326.72","10651.79,3575.89","10510.36,5226.73","10178.04,5638.14","9947.93,4525.74","11586.85,3614.87","10153.82,5787.57","10495.90,6267.09","10518.89,3195.90","9037.73,2817.32","8239.85,4604.17",,"7439.00,2861.67",,"8481.88,6279.71","9032.29,3082.07","9037.24,4232.24","10766.21,6141.40","9354.96,6178.12","10118.05,2379.88","9908.30,5509.74","10439.90,3524.71",
"10784.87,4352.74","10661.30,3587.83","10518.29,5238.16","10186.70,5625.37","9960.67,4526.53","11596.88,3642.29","10185.30,5774.39","10503.51,6258.88","10544.51,3211.72","9093.49,2783.03","8260.78,4612.91",,"7443.17,2878.41",,"8511.26,6286.95","9035.88,3089.70","9043.53,4249.54","10772.95,6154.37","9380.44,6205.32","10138.35,2394.74","9941.49,5461.80","10456.57,3525.06",
"10785.13,4368.59","10663.60,3594.43","10528.02,5232.62","10193.86,5609.89","9959.39,4528.73","11589.82,3649.03","10219.15,5750.58","10497.26,6245.52","10544.05,3231.54","9121.27,2805.86","8301.78,4623.76",,"7460.17,2881.74",,"8528.18,6331.22",,"9052.75,4273.82","10781.96,6131.17","9396.46,6229.93","10130.52,2429.06","9947.75,5446.20","10457.78,3530.96",
"10811.37,4375.02","10681.89,3575.04","10535.34,5242.18","10219.21,5575.13","9967.79,4519.98","11586.79,3636.90","10244.67,5748.50","10510.26,6227.46","10560.86,3238.98","9137.15,2828.06","8334.78,4631.09",,"7489.86,2916.71",,"8553.44,6343.66",,"9090.29,4262.74","10800.62,6128.06","9411.58,6252.50","10153.42,2426.17","9974.14,5435.48","10470.75,3523.37",
"10848.94,4391.14","10696.34,3573.02","10546.68,5241.62","10223.38,5565.30","9979.69,4509.17","11569.79,3654.48","10278.39,5731.46","10503.67,6215.39","10601.96,3215.12","9176.87,2816.29","8381.49,4642.46",,"7513.82,2916.04",,"8593.34,6357.26",,"9105.19,4293.72","10825.68,6101.47","9458.31,6258.77","10156.03,2465.00","9967.39,5398.13",,
"10862.95,4404.26","10695.23,3572.93","10555.51,5224.65","10232.57,5518.31","9980.03,4508.14","11573.55,3628.49","10318.50,5694.93","10491.13,6198.89","10631.20,3195.91","9204.01,2866.37","8429.14,4655.18",,"7541.42,2937.12",,"8601.94,6387.52","9049.77,3106.67","9121.68,4297.45","10843.52,6084.10","9469.54,6283.93","10165.31,2487.18","9982.78,5376.84",,
"10851.20,4420.87","10692.67,3555.50","10545.97,5220.60","10209.77,5510.74","9976.83,4492.94","11528.75,3629.10","10330.35,5681.45","10495.19,6165.45",,"9210.23,2900.94","8440.36,4660.02",,"7569.45,2932.79",,"8608.25,6399.09","9054.63,3100.05","9123.47,4321.84","10837.19,6076.19","9481.03,6293.06","10165.18,2512.38","9987.40,5325.27","10487.70,3517.86",
"10894.28,4440.71","10716.59,3557.74","10569.30,5224.91","10201.55,5523.09","9990.14,4505.11","11540.43,3628.11","10367.74,5673.38","10504.81,6143.26",,"9244.49,2904.30","8486.84,4681.30",,"7600.64,2949.35",,"8648.59,6414.27","9072.30,3100.34","9151.41,4338.17","10864.46,6080.24","9531.23,6310.76","10193.31,2527.07","10012.74,5330.57","10510.58,3519.86","10934.76,6091.95"
"10882.92,4444.94","10691.06,3549.25","10544.79,5221.07","10175.71,5500.54","9974.38,4498.13","11482.58,3610.74","10390.11,5630.81","10459.32,6119.12",,"9251.71,2905.59","8522.92,4689.40",,"7593.91,2974.21",,"8655.05,6443.54","9064.54,3085.47","9137.87,4363.25","10838.32,6068.94","9551.45,6298.23","10178.38,2521.13","10006.20,5305.68","10483.42,3524.17","10917.10,6067.83"
"10867.81,4477.98","10676.30,3560.49","10529.82,5214.08","10175.06,5490.56","9966.54,4499.65","11660.50,3308.02","10400.04,5640.68","10441.92,6116.13",,"9261.71,2907.52","8512.83,4716.16",,"7600.40,2974.04",,"8652.70,6474.16","9057.46,3083.38","9140.37,4376.42","10835.27,6069.61","9555.48,6314.71","10164.35,2548.13","10012.09,5279.04","10472.17,3523.04","11325.19,3759.87"
"10888.19,4510.06","10693.52,3568.06","10543.09,5205.75","10192.45,5493.61","9987.31,4499.13","11450.41,3609.37","10419.25,5661.15","10450.42,6090.78","10713.59,3124.32","9277.91,2940.05","8559.99,4723.32",,"7631.69,3018.34",,"8686.23,6485.69","9062.73,3099.10","9160.48,4404.92","10868.25,6072.24","9606.82,6337.17","10183.71,2569.69","10027.62,5280.59","10487.07,3529.83",
"10896.51,4504.61","10688.15,3560.12","10540.87,5169.99","10198.28,5479.59","9990.88,4493.42","11394.31,3602.52","10462.63,5616.13","10399.15,6082.98","10705.67,3144.44","9298.26,2938.41","8589.96,4744.97",,"7664.25,2996.51",,"8702.44,6499.20","9067.02,3093.70","9171.61,4412.28","10843.71,6063.74","9632.54,6338.51","10188.23,2564.44","10046.43,5244.17","10483.64,3522.39",
"10911.82,4512.83","10686.56,3565.28","10542.67,5155.51","10205.30,5476.16","10002.21,4489.33","11388.90,3594.23","10480.62,5616.00","10388.59,6068.93",,"9321.01,2948.93","8606.80,4751.05",,"7674.25,3001.49",,"8706.24,6514.02","9073.75,3086.64","9176.72,4416.02","10852.07,6054.58","9645.48,6345.10","10196.87,2573.82","10085.07,5213.72","10490.35,3516.46","11260.53,3708.10"
"10918.61,4525.19","10689.34,3561.19","10537.37,5155.33","10202.62,5485.28","10005.99,4498.67","11359.69,3596.99","10495.31,5622.35","10365.70,6080.30",,"9321.56,2952.32","8630.92,4762.98",,"7676.27,3025.89",,"8728.28,6521.23","9064.12,3100.29","9177.92,4432.52","10853.25,6051.31","9680.79,6357.31","10185.23,2605.65","10099.00,5209.25","10489.62,3523.92",
"10944.06,4512.92","10687.94,3556.59","10538.41,5120.43","10209.36,5472.19","10016.05,4487.01","11330.07,3568.97","10512.02,5602.40","10346.89,6060.13","10638.41,3304.90","9335.81,2946.12","8667.01,4773.57",,"7704.02,3031.09",,"8748.21,6552.92","9070.74,3093.32","9187.88,4444.58","10862.99,6021.30","9693.65,6380.93","10187.04,2607.65","10114.89,5190.06",,
"10948.72,4531.03","10694.66,3550.37","10513.33,5118.69","10207.92,5467.24","10012.24,4490.23","11313.89,3557.83","10539.12,5597.37","10309.74,6067.39","10617.45,3345.21","9339.38,2962.42","8680.51,4787.31",,"7723.24,3035.03",,"8755.73,6569.51","9070.83,3094.96","9200.56,4450.48","10858.69,6016.70","9703.34,6403.10","10191.02,2626.45","10142.84,5183.70",,"11168.46,3694.31"
"10955.31,4558.64","10698.83,3563.46","10508.28,5133.55","10222.25,5463.12","10008.97,4501.78","11300.06,3568.13","10560.20,5621.78","10284.11,6095.69","10643.78,3349.83","9347.06,2985.53","8712.47,4797.02",,"7726.15,3050.79",,"8773.74,6595.48","9068.45,3101.31","9204.99,4471.58","10866.72,6033.16","9736.14,6427.87","10208.36,2640.85","10168.55,5197.25","10496.96,3512.64",
"10944.16,4560.70","10703.00,3549.25","10512.41,5068.63","10228.58,5443.27","10009.37,4484.02","11258.64,3543.65","10561.29,5608.21","10269.78,6073.35","10647.54,3348.97","9360.72,2984.36","8752.99,4796.67",,"7753.81,3049.83",,"8812.07,6576.28","9077.31,3098.19","9224.19,4467.75","10852.20,6004.67","9764.92,6413.73","10211.37,2654.61","10188.02,5173.32","10488.58,3520.90",
"10947.83,4570.99","10692.27,3557.94","10549.57,4982.97","10223.64,5441.25","9995.92,4489.50","11244.48,3524.82","10601.60,5585.40","10243.53,6080.34",,"9364.89,2997.50","8762.75,4807.24",,"7747.19,3083.16",,"8823.25,6591.39","9073.11,3095.77","9239.44,4480.48","10845.86,6010.26","9770.53,6434.51","10206.81,2667.09","10217.47,5162.47","10486.19,3518.69",
"10961.28,4574.55","10686.42,3569.75","10521.27,4985.44","10215.54,5440.40","9981.79,4496.15","11194.49,3566.60","10611.13,5606.03","10221.22,6091.40","10605.70,3364.28","9363.50,3010.83","8784.18,4813.95",,"7735.96,3091.91",,"8833.33,6611.82","9059.36,3105.26","9225.10,4506.23","10860.92,6008.97","9804.86,6455.05","10203.19,2682.49","10227.33,5174.91",,"11143.06,3711.67"
"10974.48,4577.81","10698.88,3559.69","10507.16,4980.97","10223.70,5424.10","9986.42,4486.99","11190.58,3538.39","10639.02,5594.93","10207.63,6090.97","10618.58,3340.11","9381.49,3014.97","8826.57,4824.67",,"7743.35,3106.12",,"8864.79,6619.24","9067.11,3107.08","9240.47,4510.17","10866.62,6014.96","9803.59,6504.56","10206.08,2711.64","10244.03,5169.33",,
"10975.14,4588.71","10705.62,3561.22","10509.59,4972.22","10233.49,5410.25","9990.13,4488.03","11150.74,3554.98","10642.62,5596.26","10196.99,6095.79","10624.14,3354.84","9391.97,3017.40","8838.20,4845.67",,"7747.40,3107.06",,"8882.10,6647.08","9078.92,3096.91","9263.76,4516.50","10878.69,6026.37","9818.60,6515.86","10217.82,2714.30","10286.76,5145.05",,
"10996.34,4595.38","10711.29,3572.88","10447.81,5050.87","10245.94,5397.13","9994.68,4498.03","11132.56,3575.26","10676.77,5607.13","10162.45,6128.62","10607.82,3373.78","9412.31,3014.38","8885.16,4837.35",,"7751.93,3097.09",,"8901.35,6659.39","9083.67,3115.71","9272.06,4544.76","10892.68,6032.34","9854.95,6524.93","10228.22,2738.69","10314.46,5161.91",,
"11007.83,4597.35","10722.20,3551.54",,"10248.47,5379.60","10001.22,4489.30","11130.69,3549.80","10695.14,5602.23","10155.30,6126.00",,"9422.09,3008.23","8918.70,4846.51",,"7768.08,3094.27",,"8932.53,6653.96","9083.42,3120.14","9272.42,4564.36","10896.68,6024.33","9849.54,6566.29","10240.66,2732.87","10329.00,5155.60","10496.09,3519.83",
"11007.67,4608.15","10721.80,3556.05",,"10246.82,5369.38","10015.41,4474.02","11112.47,3523.09","10709.23,5594.99","10153.55,6129.85",,"9431.60,3004.10","8932.49,4852.66",,"7770.16,3090.25",,"8947.77,6664.38","9084.82,3127.09","9288.47,4570.99","10908.61,6008.10","9902.10,6578.54","10250.90,2743.67","10368.99,5120.11","10493.03,3523.82",
"11017.00,4619.28","10729.00,3561.23","10408.60,5046.68","10245.05,5377.86","10022.13,4480.44","11112.56,3528.14","10725.72,5610.41","10155.78,6141.85",,"9440.05,3000.84","8965.85,4856.31",,"7769.53,3078.69",,"8959.05,6674.09","9089.18,3135.02","9303.83,4577.99","10898.58,6033.20","9897.82,6643.74","10264.95,2744.24",,"10503.67,3528.71","11023.17,3650.77"
"11003.19,4629.52","10719.34,3548.24","10400.83,5041.99","10246.14,5377.97","10018.13,4486.53","11148.95,3429.76","10734.53,5636.20","10138.12,6169.20","10600.32,3384.84","9420.15,3015.79","8983.53,4891.85",,"7751.33,3099.33",,"8960.06,6710.72","9079.64,3140.62","9311.48,4600.34","10897.31,6032.17","9924.66,6683.44","10249.48,2758.44",,,"10153.84,6852.27"
"11040.57,4604.05","10730.39,3541.95","10438.95,5007.76","10253.75,5362.19","10036.11,4477.53","11081.11,3539.47","10754.67,5630.66","10136.28,6174.53",,"9437.19,2997.95","9007.63,4891.68",,"7747.31,3088.12",,"8966.15,6705.33","9088.02,3133.36","9316.27,4606.51","10908.46,6021.32","9946.62,6706.20","10260.95,2769.42",,"10505.87,3510.37","10247.99,6663.74"
"11036.31,4622.22","10717.00,3545.37","10457.98,4992.24","10234.68,5364.59","10047.24,4477.10","11075.70,3532.49","10750.19,5645.38","10126.35,6185.37","10653.96,3369.42","9436.60,2986.47","9042.38,4889.92",,"7744.59,3074.97",,"8968.51,6707.17","9088.10,3122.46","9329.10,4597.06","10910.73,6013.84","9979.68,6732.58","10267.35,2759.78",,"10507.75,3504.11","10272.23,6546.59"
"11022.27,4628.84","10709.36,3531.00","10507.90,4910.36","10217.62,5353.45","10037.70,4486.18","11052.82,3527.23","10756.54,5648.00","10118.99,6187.71","10643.68,3394.63","9419.88,2997.31","9051.18,4931.86",,"7735.55,3087.86",,"8947.71,6729.48","9079.15,3134.87","9324.42,4618.01","10895.20,6018.38","9987.96,6782.23","10252.02,2772.51",,"10491.37,3513.71",
"11025.98,4636.23","10706.91,3537.59","10517.01,4908.01","10213.68,5355.70","10044.14,4493.09","11038.96,3544.98","10749.37,5673.40","10109.86,6212.37","10649.75,3389.84","9416.57,3000.52","9070.01,4949.14",,"7724.13,3086.51",,"8943.61,6714.98","9076.90,3124.93","9336.25,4644.54","10895.00,6019.37","9978.58,6827.44","10246.70,2776.71",,"10497.38,3509.01",
"11029.61,4621.43","10705.08,3522.15","10555.73,4845.00","10207.60,5331.65","10048.06,4491.13","11160.12,3343.10","10744.68,5672.73","10104.40,6217.17","10649.86,3388.39","9418.08,2987.77","9097.15,4945.95",,"7713.57,3074.52",,"8934.62,6697.63","9070.11,3123.92","9344.93,4645.07","10897.83,5995.92","9963.85,6859.71","10246.21,2746.98",,"10500.76,3495.27",
"11037.92,4639.28","10703.20,3545.89","10538.06,4904.39","10193.05,5360.70","10054.84,4516.22","11063.32,3548.30","10737.97,5704.25","10099.47,6246.70","10642.14,3450.32","9424.36,2993.09","9116.84,4973.27",,"7706.15,3084.43",,"8905.38,6719.61","9066.44,3139.46","9338.80,4674.94","10889.38,6011.16","9965.57,6894.79","10244.07,2766.76",,"10499.21,3518.17",
"11038.44,4637.03","10696.51,3545.21","10532.18,4920.22","10214.94,5347.52","10073.38,4500.10","11069.83,3537.68","10760.41,5697.94","10125.55,6244.60","10636.99,3463.63","9415.33,2993.53","9122.46,4994.24",,"7691.72,3072.98",,,"9054.98,3126.23","9350.44,4669.76","10902.39,5994.29","9942.22,6952.89","10235.60,2752.95",,"10499.02,3506.31","10136.17,6648.86"
